act_symbol,period_end_date,reported,estimate,category,prediction_cutoff,forecast_error,normalized_error,forecast_error_winsorized,normalized_error_winsorized,year,calendar_month,fiscal_quarter,beat,surprise_pct,sp500_return,sp500_return_z,vix_mean,vix_mean_z,sp500_return_pit,vix_mean_pit,revision_slope,revision_acceleration,direction_changes,final_vs_initial,spread_trend,analyst_count_trend,weeks_of_data,category_encoded,beat_proba,beat_pred
KLAC,2022-03-31,5.13,4.8,tech_cycle,2022-03-31,0.33000000000000007,0.06875000000000002,0.33000000000000007,0.06875000000000002,2022,3,1,1,6.875000000000002,-0.049467290542075215,-1.0238100485813482,25.37290327010616,1.160603330002566,-0.021007308000620683,24.203246797834122,-0.03483333333333321,0.06809523809523807,1.0,-0.6599999999999993,-0.08049999999999995,-0.016666666666666666,9,2,0.5973996,1
KLAC,2022-06-30,5.81,5.46,tech_cycle,2022-06-30,0.34999999999999964,0.06410256410256404,0.34999999999999964,0.06410256410256404,2022,6,2,1,6.410256410256404,-0.16445095427169687,-2.4045891625189917,27.353709836159982,1.5121386070420981,-0.10730778265463986,26.713636497398475,0.0006666666666665932,-0.004761904761904798,1.0,0.040000000000000036,-0.025333333333333298,0.06666666666666667,9,2,0.39969254,0
KLAC,2022-09-30,7.06,6.22,tech_cycle,2022-09-30,0.8399999999999999,0.135048231511254,0.8399999999999999,0.135048231511254,2022,9,3,1,13.5048231511254,-0.05277139198948255,-1.063487287251,24.731250047683716,1.046728635131702,-0.0939191131598723,25.544675356381898,0.02400000000000002,-0.023928571428571393,0.0,0.3099999999999996,-0.06883333333333336,-0.15,9,2,0.6616657,1
KLAC,2022-12-31,7.38,7.08,tech_cycle,2022-12-31,0.2999999999999998,0.04237288135593218,0.2999999999999998,0.04237288135593218,2022,12,4,1,4.237288135593218,0.07080501406034023,0.42047760753879126,25.07539691622295,1.1078046467158336,-0.05602162124914623,25.72179493537316,0.0045000000000001705,-0.0010714285714285804,0.0,0.03000000000000025,-0.03449999999999991,0.0,9,2,0.56198096,1
KMB,2022-03-31,1.35,1.23,defensive_baseline,2022-03-31,0.1200000000000001,0.09756097560975618,0.1200000000000001,0.09756097560975618,2022,3,1,1,9.756097560975618,-0.049467290542075215,-1.0238100485813482,25.37290327010616,1.160603330002566,-0.021007308000620683,24.203246797834122,2.960594732333751e-17,0.0,0.0,0.0,0.0,0.0,9,5,0.72827363,1
KMB,2022-06-30,1.34,1.35,defensive_baseline,2022-06-30,-0.010000000000000009,-0.007407407407407414,-0.010000000000000009,-0.007407407407407414,2022,6,2,0,-0.7407407407407414,-0.16445095427169687,-2.4045891625189917,27.353709836159982,1.5121386070420981,-0.10730778265463986,26.713636497398475,-0.002727272727272723,0.003333333333333336,0.0,0.0,0.003272727272727289,0.0,10,5,0.30696532,0
KMB,2022-09-30,1.4,1.48,defensive_baseline,2022-09-30,-0.08000000000000007,-0.054054054054054106,-0.08000000000000007,-0.054054054054054106,2022,9,3,0,-5.405405405405411,-0.05277139198948255,-1.063487287251,24.731250047683716,1.046728635131702,-0.0939191131598723,25.544675356381898,-1.4802973661668754e-17,0.0,0.0,0.0,0.0,0.11666666666666667,9,5,0.5458958,1
KMB,2022-12-31,1.54,1.51,defensive_baseline,2022-12-31,0.030000000000000027,0.01986754966887419,0.030000000000000027,0.01986754966887419,2022,12,4,1,1.986754966887419,0.07080501406034023,0.42047760753879126,25.07539691622295,1.1078046467158336,-0.05602162124914623,25.72179493537316,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,8,5,0.57576513,1
KO,2022-03-31,0.64,0.58,defensive_baseline,2022-03-31,0.06000000000000005,0.10344827586206906,0.06000000000000005,0.10344827586206906,2022,3,1,1,10.344827586206906,-0.049467290542075215,-1.0238100485813482,25.37290327010616,1.160603330002566,-0.021007308000620683,24.203246797834122,7.93016446160826e-18,0.0,0.0,,0.0,0.10714285714285714,7,5,0.7411778,1
KO,2022-06-30,0.7,0.67,defensive_baseline,2022-06-30,0.029999999999999916,0.04477611940298495,0.029999999999999916,0.04477611940298495,2022,6,2,1,4.477611940298495,-0.16445095427169687,-2.4045891625189917,27.353709836159982,1.5121386070420981,-0.10730778265463986,26.713636497398475,7.401486830834377e-18,0.0,0.0,0.0,0.0,0.0,9,5,0.49194774,0
KO,2022-09-30,0.69,0.64,defensive_baseline,2022-09-30,0.04999999999999993,0.07812499999999989,0.04999999999999993,0.07812499999999989,2022,9,3,1,7.812499999999989,-0.05277139198948255,-1.063487287251,24.731250047683716,1.046728635131702,-0.0939191131598723,25.544675356381898,0.0,0.0,0.0,0.0,-0.0015000000000000013,0.0,9,5,0.6137891,1
KO,2022-12-31,0.45,0.45,defensive_baseline,2022-12-31,0.0,0.0,0.0,0.0,2022,12,4,0,0.0,0.07080501406034023,0.42047760753879126,25.07539691622295,1.1078046467158336,-0.05602162124914623,25.72179493537316,3.7007434154171884e-18,0.0,0.0,0.0,-0.0029999999999999944,0.0,9,5,0.5744288,1
LIN,2022-03-31,2.93,2.78,commodity_driven,2022-03-31,0.15000000000000036,0.05395683453237423,0.15000000000000036,0.05395683453237423,2022,3,1,1,5.395683453237423,-0.049467290542075215,-1.0238100485813482,25.37290327010616,1.160603330002566,-0.021007308000620683,24.203246797834122,-0.001071428571428612,-0.0011428571428571692,1.0,,-0.0032142857142856934,0.21428571428571427,7,0,0.80510485,1
LIN,2022-06-30,3.1,2.98,commodity_driven,2022-06-30,0.1200000000000001,0.040268456375838965,0.1200000000000001,0.040268456375838965,2022,6,2,1,4.026845637583897,-0.16445095427169687,-2.4045891625189917,27.353709836159982,1.5121386070420981,-0.10730778265463986,26.713636497398475,0.001333333333333364,-0.001666666666666668,0.0,0.020000000000000018,-0.0046666666666666705,0.0,9,0,0.39048433,0
LIN,2022-09-30,3.1,2.94,commodity_driven,2022-09-30,0.16000000000000014,0.05442176870748304,0.16000000000000014,0.05442176870748304,2022,9,3,1,5.442176870748304,-0.05277139198948255,-1.063487287251,24.731250047683716,1.046728635131702,-0.0939191131598723,25.544675356381898,-0.000666666666666682,0.0008333333333333526,0.0,-0.010000000000000231,-0.0020000000000000165,0.0,9,0,0.30674112,0
LIN,2022-12-31,3.16,2.91,commodity_driven,2022-12-31,0.25,0.0859106529209622,0.25,0.0859106529209622,2022,12,4,1,8.59106529209622,0.07080501406034023,0.42047760753879126,25.07539691622295,1.1078046467158336,-0.05602162124914623,25.72179493537316,2.960594732333751e-17,0.0,0.0,0.0,-0.0006666666666666524,0.0,9,0,0.3246173,0
LLY,2022-03-31,2.62,2.32,regulatory_idiosyncratic,2022-03-31,0.30000000000000027,0.12931034482758633,0.30000000000000027,0.12931034482758633,2022,3,1,1,12.931034482758633,-0.049467290542075215,-1.0238100485813482,25.37290327010616,1.160603330002566,-0.021007308000620683,24.203246797834122,0.026428571428571416,-0.009999999999999993,0.0,,0.03714285714285711,0.32142857142857145,8,4,0.85535324,1
LLY,2022-06-30,1.25,1.8,regulatory_idiosyncratic,2022-06-30,-0.55,-0.3055555555555556,-0.3778999999999999,-0.22477032077234502,2022,6,2,0,-30.555555555555557,-0.16445095427169687,-2.4045891625189917,27.353709836159982,1.5121386070420981,-0.10730778265463986,26.713636497398475,-0.02283333333333326,0.015952380952380957,0.0,-0.2599999999999998,0.017499999999999998,0.31666666666666665,9,4,0.6852965,1
LLY,2022-09-30,1.98,1.97,regulatory_idiosyncratic,2022-09-30,0.010000000000000009,0.0050761421319797,0.010000000000000009,0.0050761421319797,2022,9,3,1,0.5076142131979701,-0.05277139198948255,-1.063487287251,24.731250047683716,1.046728635131702,-0.0939191131598723,25.544675356381898,0.0027380952380952855,0.0010714285714285723,1.0,,0.007738095238095243,0.0,8,4,0.7575645,1
LLY,2022-12-31,2.09,1.83,regulatory_idiosyncratic,2022-12-31,0.2599999999999998,0.14207650273224032,0.2599999999999998,0.14207650273224032,2022,12,4,1,14.207650273224031,0.07080501406034023,0.42047760753879126,25.07539691622295,1.1078046467158336,-0.05602162124914623,25.72179493537316,-0.004880952380952425,0.0017857142857142874,1.0,,-0.01666666666666668,0.17857142857142858,8,4,0.68778104,1
LOW,2022-01-31,1.78,1.72,economically_cyclical,2022-01-31,0.06000000000000005,0.03488372093023259,0.06000000000000005,0.03488372093023259,2022,1,1,1,3.4883720930232593,-0.049467290542075215,-1.0238100485813482,25.37290327010616,1.160603330002566,0.009225032757122284,20.099740288474344,0.0019999999999999575,0.0014545454545454558,1.0,0.040000000000000036,-0.06363636363636367,0.0,11,3,0.48226976,0
LOW,2022-04-30,3.51,3.24,economically_cyclical,2022-04-30,0.2699999999999996,0.08333333333333319,0.2699999999999996,0.08333333333333319,2022,4,2,1,8.33333333333332,-0.16445095427169687,-2.4045891625189917,27.353709836159982,1.5121386070420981,-0.11654824416663177,25.571168899536133,0.0,0.0,0.0,0.0,0.0,0.0,9,3,0.38698897,0
LOW,2022-07-31,4.67,4.63,economically_cyclical,2022-07-31,0.040000000000000036,0.008639308855291584,0.040000000000000036,0.008639308855291584,2022,7,3,1,0.8639308855291584,-0.05277139198948255,-1.063487287251,24.731250047683716,1.046728635131702,-0.07976101384715421,27.22710541674965,0.0,0.0,0.0,0.0,0.0,0.0,9,3,0.52389556,1
LOW,2022-10-31,3.27,3.11,economically_cyclical,2022-10-31,0.16000000000000014,0.05144694533762063,0.16000000000000014,0.05144694533762063,2022,10,4,1,5.144694533762062,0.07080501406034023,0.42047760753879126,25.07539691622295,1.1078046467158336,0.0004308828151511471,26.017088684854627,0.00045454545454547715,-0.000545454545454558,0.0,0.0,0.0,0.12727272727272726,11,3,0.5778616,1
LRCX,2022-03-31,7.4,7.48,tech_cycle,2022-03-31,-0.08000000000000007,-0.010695187165775409,-0.08000000000000007,-0.010695187165775409,2022,3,1,0,-1.0695187165775408,-0.049467290542075215,-1.0238100485813482,25.37290327010616,1.160603330002566,-0.021007308000620683,24.203246797834122,-0.0070000000000002656,-0.0035714285714286012,0.0,-0.0600000000000005,-0.055999999999999946,-0.11666666666666667,9,2,0.43114033,0
LRCX,2022-06-30,8.83,7.31,tech_cycle,2022-06-30,1.5200000000000005,0.20793433652530788,0.9393,0.20793433652530788,2022,6,2,1,20.793433652530787,-0.16445095427169687,-2.4045891625189917,27.353709836159982,1.5121386070420981,-0.10730778265463986,26.713636497398475,-0.0014545454545454234,0.0056666666666666645,1.0,0.019999999999999574,-0.015212121212121307,0.14545454545454545,10,2,0.48706728,0
LRCX,2022-09-30,10.42,9.54,tech_cycle,2022-09-30,0.8800000000000008,0.09224318658280932,0.8800000000000008,0.09224318658280932,2022,9,3,1,9.224318658280932,-0.05277139198948255,-1.063487287251,24.731250047683716,1.046728635131702,-0.0939191131598723,25.544675356381898,0.0006666666666666524,-0.0008333333333333156,0.0,0.009999999999999787,-0.006666666666666643,-0.21666666666666667,9,2,0.5624308,1
LRCX,2022-12-31,10.71,9.95,tech_cycle,2022-12-31,0.7600000000000016,0.07638190954773885,0.7600000000000016,0.07638190954773885,2022,12,4,1,7.6381909547738855,0.07080501406034023,0.42047760753879126,25.07539691622295,1.1078046467158336,-0.05602162124914623,25.72179493537316,0.002969696969697197,0.0006666666666667116,2.0,0.010000000000001563,0.02800000000000008,0.12727272727272726,10,2,0.42598304,0
MCD,2022-03-31,2.28,2.18,economically_cyclical,2022-03-31,0.09999999999999964,0.04587155963302736,0.09999999999999964,0.04587155963302736,2022,3,1,1,4.587155963302736,-0.049467290542075215,-1.0238100485813482,25.37290327010616,1.160603330002566,-0.021007308000620683,24.203246797834122,-0.0004999999999999301,-0.0014285714285713982,1.0,0.0,-0.005999999999999991,0.06666666666666667,9,3,0.64835596,1
MCD,2022-06-30,2.55,2.45,economically_cyclical,2022-06-30,0.09999999999999964,0.040816326530612096,0.09999999999999964,0.040816326530612096,2022,6,2,1,4.0816326530612095,-0.16445095427169687,-2.4045891625189917,27.353709836159982,1.5121386070420981,-0.10730778265463986,26.713636497398475,0.001333333333333364,-0.001666666666666668,0.0,0.020000000000000018,-0.001999999999999987,0.06666666666666667,9,3,0.54771495,1
MCD,2022-09-30,2.68,2.57,economically_cyclical,2022-09-30,0.11000000000000032,0.04280155642023359,0.11000000000000032,0.04280155642023359,2022,9,3,1,4.280155642023359,-0.05277139198948255,-1.063487287251,24.731250047683716,1.046728635131702,-0.0939191131598723,25.544675356381898,-0.0015000000000000568,0.0003571428571428654,0.0,-0.010000000000000231,-0.004500000000000037,0.0,9,3,0.5626146,1
MCD,2022-12-31,2.59,2.46,economically_cyclical,2022-12-31,0.1299999999999999,0.05284552845528451,0.1299999999999999,0.05284552845528451,2022,12,4,1,5.2845528455284505,0.07080501406034023,0.42047760753879126,25.07539691622295,1.1078046467158336,-0.05602162124914623,25.72179493537316,0.002333333333333254,-0.002380952380952404,2.0,0.040000000000000036,-0.005999999999999991,-0.11666666666666667,9,3,0.35469592,0
MMM,2022-03-31,2.65,2.33,economically_cyclical,2022-03-31,0.31999999999999984,0.13733905579399133,0.31999999999999984,0.13733905579399133,2022,3,1,1,13.733905579399133,-0.049467290542075215,-1.0238100485813482,25.37290327010616,1.160603330002566,-0.021007308000620683,24.203246797834122,-0.0023333333333332837,0.0020238095238095228,1.0,-0.009999999999999787,-0.022833333333333358,0.15,9,3,0.47788033,0
MMM,2022-06-30,2.48,2.41,economically_cyclical,2022-06-30,0.06999999999999984,0.029045643153526902,0.06999999999999984,0.029045643153526902,2022,6,2,1,2.9045643153526903,-0.16445095427169687,-2.4045891625189917,27.353709836159982,1.5121386070420981,-0.10730778265463986,26.713636497398475,-0.0026666666666666393,0.003333333333333336,0.0,-0.040000000000000036,0.011333333333333329,0.06666666666666667,9,3,0.35340714,0
MMM,2022-09-30,2.69,2.61,economically_cyclical,2022-09-30,0.08000000000000007,0.030651340996168612,0.08000000000000007,0.030651340996168612,2022,9,3,1,3.065134099616861,-0.05277139198948255,-1.063487287251,24.731250047683716,1.046728635131702,-0.0939191131598723,25.544675356381898,0.0011666666666666121,0.0005952380952380825,0.0,0.009999999999999787,0.0,0.0,9,3,0.4804364,0
MMM,2022-12-31,2.28,2.34,economically_cyclical,2022-12-31,-0.06000000000000005,-0.025641025641025664,-0.06000000000000005,-0.025641025641025664,2022,12,4,0,-2.5641025641025665,0.07080501406034023,0.42047760753879126,25.07539691622295,1.1078046467158336,-0.05602162124914623,25.72179493537316,0.0,0.0,0.0,0.0,0.0,0.0,9,3,0.48135388,0
MO,2022-03-31,1.12,1.09,defensive_baseline,2022-03-31,0.030000000000000027,0.027522935779816536,0.030000000000000027,0.027522935779816536,2022,3,1,1,2.7522935779816535,-0.049467290542075215,-1.0238100485813482,25.37290327010616,1.160603330002566,-0.021007308000620683,24.203246797834122,-2.960594732333751e-17,0.0,0.0,0.0,0.0013333333333333346,0.0,9,5,0.646421,1
MO,2022-06-30,1.26,1.25,defensive_baseline,2022-06-30,0.010000000000000009,0.008000000000000007,0.010000000000000009,0.008000000000000007,2022,6,2,1,0.8000000000000007,-0.16445095427169687,-2.4045891625189917,27.353709836159982,1.5121386070420981,-0.10730778265463986,26.713636497398475,-0.0006666666666666673,0.00011904761904761916,2.0,-0.010000000000000009,-0.00033333333333333365,0.06666666666666667,9,5,0.52422196,1
MO,2022-09-30,1.28,1.31,defensive_baseline,2022-09-30,-0.030000000000000027,-0.022900763358778647,-0.030000000000000027,-0.022900763358778647,2022,9,3,0,-2.2900763358778646,-0.05277139198948255,-1.063487287251,24.731250047683716,1.046728635131702,-0.0939191131598723,25.544675356381898,-0.0014999999999999976,0.00035714285714285747,0.0,-0.010000000000000009,0.0013333333333333346,0.0,9,5,0.56380767,1
MO,2022-12-31,1.18,1.18,defensive_baseline,2022-12-31,0.0,0.0,0.0,0.0,2022,12,4,0,0.0,0.07080501406034023,0.42047760753879126,25.07539691622295,1.1078046467158336,-0.05602162124914623,25.72179493537316,0.0018333333333333535,-0.0002380952380952383,0.0,0.020000000000000018,-0.0039999999999999775,-0.11666666666666667,9,5,0.41823575,0
MPC,2022-03-31,1.49,1.12,commodity_driven,2022-03-31,0.3699999999999999,0.33035714285714274,0.3699999999999999,0.33035714285714274,2022,3,1,1,33.03571428571427,-0.049467290542075215,-1.0238100485813482,25.37290327010616,1.160603330002566,-0.021007308000620683,24.203246797834122,0.03190476190476194,-0.012857142857142853,1.0,,0.06428571428571431,0.0,8,0,0.6941261,1
MPC,2022-06-30,10.61,9.17,commodity_driven,2022-06-30,1.4399999999999995,0.15703380588876767,1.4349999999999985,0.15703380588876767,2022,6,2,1,15.703380588876767,-0.16445095427169687,-2.4045891625189917,27.353709836159982,1.5121386070420981,-0.10730778265463986,26.713636497398475,0.19630952380952382,0.013214285714285718,0.0,,-0.01571428571428572,0.17857142857142858,8,0,0.28800243,0
MPC,2022-09-30,7.81,6.8,commodity_driven,2022-09-30,1.0099999999999998,0.14852941176470585,1.0099999999999998,0.14852941176470585,2022,9,3,1,14.852941176470585,-0.05277139198948255,-1.063487287251,24.731250047683716,1.046728635131702,-0.0939191131598723,25.544675356381898,-0.01928571428571417,0.03499999999999998,3.0,,-0.03857142857142868,0.0,8,0,0.26086935,0
MPC,2022-12-31,6.65,5.54,commodity_driven,2022-12-31,1.1100000000000003,0.20036101083032495,1.1100000000000003,0.20036101083032495,2022,12,4,1,20.036101083032495,0.07080501406034023,0.42047760753879126,25.07539691622295,1.1078046467158336,-0.05602162124914623,25.72179493537316,-0.07071428571428569,-0.1142857142857142,1.0,,0.0026190476190474364,0.08333333333333333,8,0,0.64357847,1
MRK,2022-03-31,2.14,1.81,regulatory_idiosyncratic,2022-03-31,0.33000000000000007,0.1823204419889503,0.33000000000000007,0.1823204419889503,2022,3,1,1,18.232044198895032,-0.049467290542075215,-1.0238100485813482,25.37290327010616,1.160603330002566,-0.021007308000620683,24.203246797834122,0.0417857142857143,-0.051071428571428594,0.0,,0.04416666666666667,0.42857142857142855,8,4,0.81920755,1
MRK,2022-06-30,1.87,1.67,regulatory_idiosyncratic,2022-06-30,0.20000000000000018,0.11976047904191628,0.20000000000000018,0.11976047904191628,2022,6,2,1,11.976047904191628,-0.16445095427169687,-2.4045891625189917,27.353709836159982,1.5121386070420981,-0.10730778265463986,26.713636497398475,-0.002500000000000021,0.0010714285714285723,0.0,-0.030000000000000027,0.004666666666666656,-0.11666666666666667,9,4,0.58090836,1
MRK,2022-09-30,1.85,1.67,regulatory_idiosyncratic,2022-09-30,0.18000000000000016,0.10778443113772465,0.18000000000000016,0.10778443113772465,2022,9,3,1,10.778443113772465,-0.05277139198948255,-1.063487287251,24.731250047683716,1.046728635131702,-0.0939191131598723,25.544675356381898,-0.006000000000000005,0.0050000000000000044,1.0,-0.06000000000000005,-0.0040000000000000036,0.06666666666666667,9,4,0.45744032,0
MRK,2022-12-31,1.62,1.56,regulatory_idiosyncratic,2022-12-31,0.06000000000000005,0.03846153846153849,0.06000000000000005,0.03846153846153849,2022,12,4,1,3.8461538461538494,0.07080501406034023,0.42047760753879126,25.07539691622295,1.1078046467158336,-0.05602162124914623,25.72179493537316,-0.004833333333333348,0.0034523809523809555,0.0,-0.050000000000000044,0.0015000000000000013,0.0,9,4,0.3019127,0
MS,2022-03-31,2.06,1.69,macro_rate_sensitive,2022-03-31,0.3700000000000001,0.2189349112426036,0.3700000000000001,0.2189349112426036,2022,3,1,1,21.89349112426036,-0.049467290542075215,-1.0238100485813482,25.37290327010616,1.160603330002566,-0.021007308000620683,24.203246797834122,-0.006060606060606104,-0.0020000000000000018,0.0,-0.06000000000000005,0.015090909090909078,0.09696969696969697,10,1,0.46772403,0
MS,2022-06-30,1.44,1.55,macro_rate_sensitive,2022-06-30,-0.1100000000000001,-0.07096774193548393,-0.1100000000000001,-0.07096774193548393,2022,6,2,0,-7.096774193548392,-0.16445095427169687,-2.4045891625189917,27.353709836159982,1.5121386070420981,-0.10730778265463986,26.713636497398475,-0.004909090909090918,0.00048484848484848527,0.0,-0.040000000000000036,0.009818181818181842,0.045454545454545456,11,1,0.38862124,0
MS,2022-09-30,1.53,1.51,macro_rate_sensitive,2022-09-30,0.020000000000000018,0.013245033112582794,0.020000000000000018,0.013245033112582794,2022,9,3,1,1.3245033112582794,-0.05277139198948255,-1.063487287251,24.731250047683716,1.046728635131702,-0.0939191131598723,25.544675356381898,-0.0035454545454545183,0.004484848484848477,1.0,0.010000000000000009,-0.010545454545454535,-0.12727272727272726,11,1,0.34884277,0
MS,2022-12-31,1.31,1.25,macro_rate_sensitive,2022-12-31,0.06000000000000005,0.04800000000000004,0.06000000000000005,0.04800000000000004,2022,12,4,1,4.800000000000004,0.07080501406034023,0.42047760753879126,25.07539691622295,1.1078046467158336,-0.05602162124914623,25.72179493537316,-0.009818181818181851,0.009454545454545464,1.0,0.0,-0.01145454545454546,0.045454545454545456,11,1,0.3022717,0
MU,2022-02-28,2.14,1.95,tech_cycle,2022-02-28,0.19000000000000017,0.09743589743589752,0.19000000000000017,0.09743589743589752,2022,2,1,1,9.743589743589752,-0.049467290542075215,-1.0238100485813482,25.37290327010616,1.160603330002566,-0.0666051940322275,22.388684272766113,-2.153159805333637e-17,0.0,0.0,0.0,0.0,0.0,10,2,0.49884254,0
MU,2022-05-31,2.59,2.44,tech_cycle,2022-05-31,0.1499999999999999,0.06147540983606554,0.1499999999999999,0.06147540983606554,2022,5,2,1,6.147540983606554,-0.16445095427169687,-2.4045891625189917,27.353709836159982,1.5121386070420981,-0.07262250562617786,26.943636510279273,0.010666666666666618,-0.013333333333333345,0.0,0.16000000000000014,-0.023333333333333338,0.0,9,2,0.682083,1
MU,2022-08-31,1.45,1.4,tech_cycle,2022-08-31,0.050000000000000044,0.03571428571428575,0.050000000000000044,0.03571428571428575,2022,8,3,1,3.5714285714285747,-0.05277139198948255,-1.063487287251,24.731250047683716,1.046728635131702,-0.0037215572254866445,25.632727362892844,-0.09699999999999998,0.08000000000000003,0.0,-1.1800000000000002,-0.05616666666666667,0.06666666666666667,9,2,0.70491433,1
MU,2022-11-30,-0.04,-0.02,tech_cycle,2022-11-30,-0.02,-1.0,-0.02,-0.7845797101449274,2022,11,4,0,-100.0,0.07080501406034023,0.42047760753879126,25.07539691622295,1.1078046467158336,-0.039985815164342624,26.061025717319588,-0.07266666666666667,0.04309523809523809,0.0,-0.7,-0.0615,0.4,9,2,0.73087513,1
NEE,2022-03-31,0.74,0.69,defensive_baseline,2022-03-31,0.050000000000000044,0.0724637681159421,0.050000000000000044,0.0724637681159421,2022,3,1,1,7.24637681159421,-0.049467290542075215,-1.0238100485813482,25.37290327010616,1.160603330002566,-0.021007308000620683,24.203246797834122,0.00233333333333335,-0.00011904761904761916,1.0,0.010000000000000009,0.0013333333333333346,0.15,9,5,0.57777184,1
NEE,2022-06-30,0.81,0.75,defensive_baseline,2022-06-30,0.06000000000000005,0.08000000000000007,0.06000000000000005,0.08000000000000007,2022,6,2,1,8.000000000000007,-0.16445095427169687,-2.4045891625189917,27.353709836159982,1.5121386070420981,-0.10730778265463986,26.713636497398475,0.0,0.0,0.0,0.0,0.0014545454545454558,0.0,10,5,0.53190917,1
NEE,2022-09-30,0.85,0.79,defensive_baseline,2022-09-30,0.05999999999999994,0.07594936708860751,0.05999999999999994,0.07594936708860751,2022,9,3,1,7.594936708860751,-0.05277139198948255,-1.063487287251,24.731250047683716,1.046728635131702,-0.0939191131598723,25.544675356381898,0.0005454545454545446,-0.0006666666666666673,0.0,0.0,-0.0018181818181818197,0.05454545454545454,10,5,0.65206385,1
NEE,2022-12-31,0.51,0.5,defensive_baseline,2022-12-31,0.010000000000000009,0.020000000000000018,0.010000000000000009,0.020000000000000018,2022,12,4,1,2.0000000000000018,0.07080501406034023,0.42047760753879126,25.07539691622295,1.1078046467158336,-0.05602162124914623,25.72179493537316,-0.004333333333333344,-0.0013095238095238108,0.0,-0.050000000000000044,0.004833333333333351,0.0,9,5,0.4187327,0
NEM,2022-03-31,0.69,0.71,commodity_driven,2022-03-31,-0.020000000000000018,-0.028169014084507067,-0.020000000000000018,-0.028169014084507067,2022,3,1,0,-2.8169014084507067,-0.049467290542075215,-1.0238100485813482,25.37290327010616,1.160603330002566,-0.021007308000620683,24.203246797834122,-0.010000000000000031,0.016000000000000014,1.0,,0.024,0.3,5,0,0.2910871,0
NEM,2022-06-30,0.46,0.6,commodity_driven,2022-06-30,-0.13999999999999996,-0.23333333333333328,-0.13999999999999996,-0.23333333333333328,2022,6,2,0,-23.33333333333333,-0.16445095427169687,-2.4045891625189917,27.353709836159982,1.5121386070420981,-0.10730778265463986,26.713636497398475,-0.007696969696969684,0.002999999999999997,1.0,-0.07999999999999996,0.0023030303030303076,0.012121212121212121,10,0,0.18128519,0
NEM,2022-09-30,0.27,0.29,commodity_driven,2022-09-30,-0.019999999999999962,-0.06896551724137918,-0.019999999999999962,-0.06896551724137918,2022,9,3,0,-6.896551724137918,-0.05277139198948255,-1.063487287251,24.731250047683716,1.046728635131702,-0.0939191131598723,25.544675356381898,0.0006666666666666673,0.000833333333333334,0.0,0.010000000000000009,-0.003333333333333336,0.0,9,0,0.25697207,0
NEM,2022-12-31,0.44,0.47,commodity_driven,2022-12-31,-0.02999999999999997,-0.06382978723404249,-0.02999999999999997,-0.06382978723404249,2022,12,4,0,-6.382978723404249,0.07080501406034023,0.42047760753879126,25.07539691622295,1.1078046467158336,-0.05602162124914623,25.72179493537316,-0.015357142857142847,-0.00035714285714285747,1.0,,0.039285714285714285,0.0,8,0,0.39580047,0
NKE,2022-02-28,0.87,0.73,economically_cyclical,2022-02-28,0.14,0.19178082191780824,0.14,0.19178082191780824,2022,2,1,1,19.178082191780824,-0.049467290542075215,-1.0238100485813482,25.37290327010616,1.160603330002566,-0.0666051940322275,22.388684272766113,-0.0014545454545454558,0.00016666666666666682,0.0,-0.010000000000000009,0.0,0.14545454545454545,10,3,0.46308607,0
NKE,2022-05-31,0.9,0.81,economically_cyclical,2022-05-31,0.08999999999999997,0.11111111111111106,0.08999999999999997,0.11111111111111106,2022,5,2,1,11.111111111111107,-0.16445095427169687,-2.4045891625189917,27.353709836159982,1.5121386070420981,-0.07262250562617786,26.943636510279273,-0.001939393939393952,-0.0010000000000000009,0.0,-0.020000000000000018,-0.0009696969696969705,-0.24242424242424243,10,3,0.53801006,1
NKE,2022-08-31,0.93,0.91,economically_cyclical,2022-08-31,0.020000000000000018,0.021978021978021997,0.020000000000000018,0.021978021978021997,2022,8,3,1,2.1978021978021998,-0.05277139198948255,-1.063487287251,24.731250047683716,1.046728635131702,-0.0037215572254866445,25.632727362892844,-7.401486830834377e-18,0.0,0.0,0.0,-7.401486830834377e-18,0.31666666666666665,9,3,0.72273165,1
NKE,2022-11-30,0.85,0.65,economically_cyclical,2022-11-30,0.19999999999999996,0.3076923076923076,0.19999999999999996,0.3076923076923076,2022,11,4,1,30.76923076923076,0.07080501406034023,0.42047760753879126,25.07539691622295,1.1078046467158336,-0.039985815164342624,26.061025717319588,-0.0031666666666666805,0.003095238095238089,0.0,-0.039999999999999925,0.0033333333333333435,0.3333333333333333,9,3,0.417226,0
NVDA,2022-01-31,1.32,1.22,tech_cycle,2022-01-31,0.10000000000000009,0.08196721311475418,0.10000000000000009,0.08196721311475418,2022,1,1,1,8.196721311475418,-0.049467290542075215,-1.0238100485813482,25.37290327010616,1.160603330002566,0.009225032757122284,20.099740288474344,0.0045454545454545695,-0.005454545454545447,0.0,0.0,-0.007727272727272724,0.0,11,2,0.77306664,1
NVDA,2022-04-30,1.36,1.3,tech_cycle,2022-04-30,0.06000000000000005,0.04615384615384619,0.06000000000000005,0.04615384615384619,2022,4,2,1,4.615384615384619,-0.16445095427169687,-2.4045891625189917,27.353709836159982,1.5121386070420981,-0.11654824416663177,25.571168899536133,0.002848484848484885,-0.005333333333333338,1.0,-0.010000000000000009,-0.007636363636363643,-0.15151515151515152,10,2,0.37868476,0
